topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
0.012500704828503803,0.012500099690105942,0.01250090671217104,0.012500218712996447,0.012500224655815797,0.8874930468574853,0.012503429642273068,0.01250013190426008,0.012500576847975751,0.0125006601484129
0.016666672826239088,0.01666672679981933,0.01666749917110205,0.016666791549505858,0.016666673274005988,0.01666667386642375,0.016667746289687264,0.01666676517189435,0.8499972323623117,0.01666721868901064
0.02000000760223632,0.020001087084837964,0.02000005288155137,0.02000344519135628,0.02000001370854687,0.8199917945737502,0.02000119331907522,0.020000295898302618,0.020001993709220862,0.02000011603112217
0.014286822954148043,0.014286449920265431,0.01428648834486971,0.01428767905030716,0.014286758347397687,0.014287598066277427,0.8714196932740014,0.014285730881508108,0.014286717690220812,0.014286061471004243
0.012500468671153923,0.012500106652524448,0.012500399792483574,0.012500006402435542,0.012500019647406673,0.8874933690911695,0.012501565898625982,0.012500006342162683,0.012501981414194889,0.012502076087842944
0.016666683040136666,0.016673802790396233,0.16497867926898563,0.7016612151397131,0.0166700571154364,0.016675471168257957,0.016666836646393828,0.016667624151628205,0.01666668482471737,0.016672945854334625
0.020000010134313233,0.020002931213166143,0.0200017766420015,0.020000370754170698,0.020000023565020557,0.020004905572837704,0.020000006894640928,0.819988549472887,0.02000141415198764,0.02000001159897464
0.011111123325012701,0.5430409580420894,0.011111650421723709,0.011113626172125168,0.01111127559413576,0.011112365091358134,0.011112362775108508,0.01111113051787624,0.36805514215056073,0.011120365910009374
0.012500007942211629,0.012503414747857555,0.012500007817053831,0.8874873434019104,0.012500014295057059,0.01250042933041836,0.01250244166707928,0.01250296872148317,0.012500457095470116,0.012502914981458597
0.014285730995769337,0.014286520175380828,0.01429396572854101,0.014286251814433683,0.014285726702124258,0.014287709397627099,0.871415833458265,0.014285725705560809,0.014285871018733295,0.014286665003564541
0.007142861473218063,0.007144143855604828,0.007143205948589223,0.0071437609050231015,0.007143582667278996,0.9357072716527394,0.007143451489156725,0.007143192058339915,0.007143011350015753,0.007145518600033986
0.010000007460048631,0.010000492734836277,0.9099953290137798,0.010001171903569287,0.010000600581461142,0.010000008871264376,0.01000095028620799,0.010000008212509204,0.010000558218285235,0.010000872718038047
0.010000009042911581,0.01000169564904615,0.9099847288479573,0.01000307992151581,0.010005238574732326,0.010001281763126858,0.010000472943093851,0.010000877611465068,0.010001901636652362,0.010000714009498871
0.025000014245323898,0.025003305137542838,0.6168749181313552,0.025004124153158818,0.025002479414068364,0.025000017574311906,0.18311343055617596,0.025000018932803056,0.025001678711886133,0.025000013143373818
0.016666670610864916,0.016666668438927862,0.01666762736165743,0.016668686104826205,0.8499889044512778,0.01666667648752159,0.01667310274129602,0.016666673064830752,0.016668009291721866,0.01666698144707545
0.033333356144455005,0.03334090999505425,0.03333348610927686,0.03333335086354095,0.033333366607766236,0.6999881230086076,0.03333346298761595,0.033333363799717096,0.03333341964269486,0.03333716084127107
0.020001538113185967,0.36146650724855633,0.020009710767686158,0.47851242300241953,0.020000026784855275,0.02000002384422044,0.020003328261247788,0.020000167781325615,0.02000002008576254,0.020006254110740238
0.020000046087859644,0.02000227260429608,0.21290016291820868,0.020003393693007243,0.020000009857730358,0.020001129245488497,0.6270869611267061,0.020000011117334758,0.020000838935693724,0.02000517441367502
0.014285725840517453,0.014285720338545365,0.01428585617507632,0.014286118433339807,0.01428596812574259,0.37910491747482755,0.506600186895873,0.01429389035589925,0.014285891493864113,0.014285724866314693
0.010000003711167015,0.010003869605599975,0.01000010242282041,0.010000116967980801,0.010000978633836045,0.010000004200680458,0.010000080457590509,0.010000638348878765,0.9099929243211891,0.010001281330257095
