topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
0.0043871670153361655,0.039320738411694395,-0.016650918080564178,-0.031948837836418935,0.008364984846313216,0.009142060255006624,0.02099015343256,0.03903406392886173,-0.001655417524522332,-0.0379741937489469
0.000813285462222479,0.037502914098577304,-0.010747735878953831,-0.03622802484605369,0.014939814127518264,0.006989967705790587,-0.0019577027997456247,0.06899851624135454,0.02479529854555962,0.015053859870989861
2.1634694538591776e-05,0.04004865604531852,0.009743948744692754,-0.022115363489538548,-0.0009516077923728988,0.012012938292546673,-0.004478247571985872,0.027444671871048192,0.0024519851298754197,-0.0033802923185150984
0.003518851067465144,0.021598562732178264,-0.007850180358212661,0.0007014427676886948,-0.001602558946760595,0.004472324460171022,0.008611720460396944,0.005591120237645513,0.004129726243708324,-0.011696495889312979
0.007130946679522014,0.02874296634463818,-0.007527992251890601,-0.010347879530987567,0.01146497873699006,-0.002015786356997718,-0.0024971743237041668,0.010290140675469895,-0.012455161467902608,-0.044001770528750414
3.1940011867032736e-05,0.03902480662169498,-0.015972132363167073,-0.026384705837108665,8.700529343613674e-05,0.01366050735999844,0.02146151952489138,-0.02231611944416996,0.020736675207588772,-0.001881087639754385
3.416908383226181e-05,0.03490683770783132,-0.01117830831601534,-0.02391428784871477,0.008214331375814905,0.007815776689014158,0.014599108049707078,-0.01794264032767574,0.08835598175252382,0.0366239236954047
0.00014081563700643927,0.21169154816843724,-0.048954979919093575,0.05198875663346614,-0.04617471961060208,-0.022648268942625043,-0.016534356144721884,-0.06261548505118972,-0.038390468695526536,0.005637342137768317
6.213374895036442e-05,0.07246136265267528,-0.014532110662795902,0.056754563888819644,-0.019864142910323273,-0.01009433170963733,-0.0027979641900479258,0.002087309072422076,-0.013570948202046138,-0.0032575608414216603
9.801964082211679e-05,0.08055201629362331,-0.028379711672647676,-0.03625388083568145,-0.011383117704636694,-0.00043683501518185556,0.005534928311641254,-0.02346494842710306,0.0846068434249197,-0.02917807703767079
9.331953151281944e-05,0.035858436869743486,-0.013370622073356635,-0.025850174854122544,0.0065270822270129016,-0.004377140309893968,0.0033426836576929226,0.005167676931509671,-0.0031820807770134942,0.0032212370087117397
0.0001331840624735428,0.1149848523186904,-0.03586786127946496,-0.14586592039190685,0.013446999992064904,-0.002273507492354582,-0.008718240819136547,-0.03258903698839709,-0.0686628667882557,0.0026219556529579312
6.022458900133193e-05,0.0808783733222931,-0.0256335274571095,-0.025190445709502927,0.018259003850036398,-0.007723545581397344,0.006956363319381943,-0.016866768388149808,0.11022395796279262,0.014846836562960998
8.529891604647104e-05,0.03815763314443351,-0.014800655718653622,0.05634190370964459,0.2179433257984606,0.33657375904666853,-0.22608551792807383,0.00406108980441376,-0.022626577090247662,-0.0015152692122740482
8.170647559866902e-05,0.02742945797317115,-0.010613697857351329,0.028528535782054512,0.14442365483992745,0.2182842395979119,-0.14491950424285063,0.008773882438575546,-0.010638991985652485,0.002176951995914712
2.3745843436063505e-05,0.03860321110193259,-0.010518143968799914,-0.0026215205152145143,-0.009084642181325587,0.008457518432520532,0.002766596197268209,0.04462851344429513,0.00654111428427005,-0.0059202480723637135
8.38969810529445e-05,0.07278708199523212,-0.002027418316018378,0.051922530990664614,0.08651420743445389,-0.0407928970253175,0.00966504256431481,-0.022335829389876195,0.05687505054271084,-0.004329715947800091
0.00016250773655529077,0.09254523267273829,-0.03289908701017199,-0.08615376933593022,0.011990836257303388,0.006894713132471655,0.002830122232756171,0.03921429178244936,0.3073659964470704,-0.015218121125991505
0.0011967353265442701,0.03371026844772751,-0.013343961888958415,0.03203021920028565,0.16230550846568448,0.24096783880323258,-0.16383197804049018,0.012394327818723253,-0.014861704622171283,-0.013604560301871155
