topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
0.001584025523915824,0.014811467668081214,0.0,0.0,0.0,0.0,0.013622542182256187,0.034393803572522676,0.006251859943252127,0.0
9.608492785151416e-05,0.007477145285143573,0.0,0.0,0.0002078193616217456,0.006580208540072088,0.0,0.05130488377660671,0.008765572283084598,0.0
0.001350980183294282,0.0031614725972297065,0.0,0.00851248654521921,0.0,0.0,0.005576838568171062,0.006534908965786542,0.0035474922201654932,0.0
0.0027672367198916014,0.01301572316579678,0.0010109091382818271,0.004160402405423951,0.0033937350990080844,0.004062869025979652,0.0013330588706319839,0.012444749749369642,0.0,0.0
0.0,0.012022796922238854,0.0,0.0,0.0,0.0,0.015705345218397414,0.0,0.027234402800134953,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.006137055581424658,0.0,0.05517967680917502,0.0
0.0,0.0716053709313486,0.0011233371994666388,0.11339501419617244,0.008148361581666558,0.0,0.0,0.0,0.009195779544774475,0.0
0.0,0.007350679648351027,0.0008572204163066612,0.048490227310113196,0.004772237999430529,0.0,0.0,0.005957360325947129,0.0,0.0
0.0,0.012340998214457522,0.0,0.005842251917091402,0.0,0.0,0.0,0.0,0.07097182444245884,0.0
0.0,0.024244857847526242,0.0,0.0025039175293187954,0.0035677756989555788,0.0,0.0026523144997086497,0.011344496373663412,0.0036682828805564144,0.0
0.0,0.002041150811731242,0.0,0.0027728375302414282,0.015519772241635782,0.0,0.0,0.004055974531136374,0.08964038643299592,0.0
0.0,0.0,0.0,0.001471756569832271,0.0,0.2790857444067541,0.0,0.0,0.0,0.0
0.0,0.00048496341091994525,0.0,0.0,0.0,0.1739905546775229,0.0,0.0024272082557562627,0.0,1.1765872997778327e-05
0.0,0.0,0.0008659514572648433,0.009056902514383406,0.0,0.0,0.0,0.020323920050757893,0.023215064985844774,0.0
0.0,0.001679161746790848,0.002289745045242857,0.020778004686597674,0.061019613780416995,0.013312644331238473,0.0,0.0,0.027161004710504255,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039632742444665324,0.19513504910838703,0.0
0.00022605786489257089,0.001892679209412574,0.0,0.0,0.0,0.20147868149431944,0.0,0.006586021543425349,0.0,0.0
1.7187120298469515e-08,0.0346355500859577,0.0011982930424345993,0.005235797685377701,0.0,0.0045435104437768015,9.206832316140032e-05,0.05739326163124939,0.0010960521041560717,0.0
0.0009791875975981353,0.004676760367349951,0.0,0.004383937163546413,0.0005127081073645593,0.0,0.001124849388777792,0.03795636627836541,0.0,0.0
0.0,0.029630795825052667,0.0,0.0,0.0,0.0,0.004665623093150696,0.0031338666983530554,0.0,0.0008792478641773035
0.0,0.020446058885901116,0.0027904508739555476,0.0013582315022473248,0.0,0.0,0.0,0.0,0.06867229557959131,0.0
0.0,0.015614259581138856,0.0007637674722392191,0.010336808134841006,0.004996275805271701,0.0,0.0,0.008922129560576865,0.018342612571773786,0.00017328293679217912
