topic_1_weights,topic_1_words,topic_2_weights,topic_2_words,topic_3_weights,topic_3_words,topic_4_weights,topic_4_words,topic_5_weights,topic_5_words,topic_6_weights,topic_6_words,topic_7_weights,topic_7_words,topic_8_weights,topic_8_words,topic_9_weights,topic_9_words,topic_10_weights,topic_10_words
2.1508236045157183e-05,000,0.01284731811337301,000,-0.00509446060222224,000,-0.0026123819754440853,000,-0.0024864729029494314,000,0.003131863463741736,000,0.004679477698398361,000,0.0030046175286795908,000,0.0006276511922183842,000,0.0019995162405094633,000
2.3041455356638404e-05,11,0.037891246644737545,11,-0.01906510249357613,11,-0.05818500999022122,11,0.010323599765607101,11,-0.005544556201044673,11,-0.011259503449866575,11,-0.004619139357181987,11,-0.04551108392047383,11,0.006625769821177415,11
7.406486163529838e-05,19,0.03629582093463228,19,-0.01199705086841429,19,-0.027581495604407428,19,0.004332001435204565,19,-0.0032255619492371594,19,0.002615619322150327,19,0.0026872229967010927,19,0.009532026513460717,19,0.03139536029048835,19
5.717541831090139e-06,1947,0.008255632224901277,1947,0.002519752926295984,1947,-0.008368850925365993,1947,0.003146116080515367,1947,-0.0012530158104894803,1947,0.0007167286663221706,1947,0.005913948572705912,1947,0.0013145977688781474,1947,0.003000546464465125,1947
2.2672404099575937e-05,2010,0.010610802554376233,2010,-0.004406073360679997,2010,-0.006215815417360842,2010,-0.001331831267156811,2010,-0.0011003585413404025,2010,-0.0021412864472163786,2010,-0.0016305180985639878,2010,-0.009377626501038887,2010,-0.0007973965846456103,2010
3.060421993193178e-05,2010s,0.0050163180520037,2010s,-0.0008578871890006299,2010s,-0.00238329800822876,2010s,0.000703737011431453,2010s,0.0010793649055724308,2010s,0.0039270738560231765,2010s,0.0024448205395925914,2010s,0.007511582892829815,2010s,0.0038272904781511408,2010s
8.855670388710215e-05,2011,0.014481348625281342,2011,-0.00568877814327246,2011,-0.011177115619122418,2011,-0.00018223092234099535,2011,-0.0019689731849832763,2011,-0.0022146461493695144,2011,0.0230428337633063,2011,-0.0017806544036714977,2011,-0.002266286201065263,2011
7.340746838146383e-05,2012,0.005732560911827656,2012,-0.002409127019897045,2012,-0.002731062268741402,2012,-1.8813434324099734e-05,2012,0.0017520667295903851,2012,0.002437257712123576,2012,0.0015354628859351141,2012,0.005892363806201905,2012,-0.003276513095891404,2012
5.92575775249476e-06,2014,0.012116252379516154,2014,-0.005351061225398066,2014,-0.019122541945139855,2014,0.001700654938388559,2014,-0.0015364917684789802,2014,-0.0007306047832911898,2014,0.031389075717818474,2014,-0.008989352789870245,2014,0.0013601776482958686,2014
0.00010762490209888992,2015,0.01206418123288598,2015,-0.0035226575488169235,2015,-0.0058935432471312055,2015,0.0024100931955354974,2015,0.005581187148464854,2015,0.013524631367430857,2015,0.011721818801114815,2015,0.021182920048458845,2015,-0.002494987480760756,2015
