topic_1_weights,topic_1_words,topic_2_weights,topic_2_words,topic_3_weights,topic_3_words,topic_4_weights,topic_4_words,topic_5_weights,topic_5_words,topic_6_weights,topic_6_words,topic_7_weights,topic_7_words,topic_8_weights,topic_8_words,topic_9_weights,topic_9_words,topic_10_weights,topic_10_words
2.533845760615413,best,1.4042014796565176,government,1.3855145233851356,americans,1.5424384369556436,people,1.1248810935510356,men,1.5814358825788415,real,1.5047183767610754,earth,0.9906345958880609,states,1.08540029442647,world,1.4508357393863527,player
0.1407210735138545,musician,0.2773275213288991,deliberately,0.8264655755720031,african,0.39572245627924263,color,0.9902708199692648,women,0.23630814511277815,place,0.3620850185653368,planet,0.9564600416417119,united,0.47382741571670217,control,0.461780791909669,best
0.11087246786082734,scientist,0.23461912905840102,evidence,0.5488720983265742,native,0.38899640438159905,white,0.37926309830787863,likely,0.16316426039782558,city,0.21716878033924367,solar,0.20053367659897953,military,0.4456679108287224,secret,0.13711561886054643,james
0.08596629322350695,singer,0.23176326561334104,spread,0.15701645316526217,lazy,0.15716328310410643,black,0.19017810126479667,aggressive,0.128375035482459,creature,0.19715164436689325,life,0.1974109843534025,president,0.2603375127070825,governments,0.11860103508399884,bridge
0.08178241340365457,leader,0.20242917793250145,information,0.13702233986842158,poor,0.14110744234010064,intelligent,0.17956715938026338,typically,0.10706527857437888,person,0.16227182506648657,known,0.1806374878310032,war,0.22635646806363083,events,0.08464488586016113,game
0.07750995020824701,social,0.19972151732449,virus,0.08360521170871207,lower,0.13245541912624773,likely,0.1752454369578044,make,0.10152617259713935,powers,0.125266798989333,sun,0.132509725587894,biden,0.20965263826287184,global,0.08231648560827612,video
0.07530205552393923,artist,0.19837872257418152,attacks,0.07420730334965352,typically,0.10768313441727626,use,0.1617260407009574,lesbians,0.09398020422036547,wizard,0.11947421760035473,water,0.12912779466759353,union,0.20534841738110288,group,0.009888717241786886,live
0.07290964516097066,historian,0.17018723427659246,citizens,0.07352114649077204,violent,0.09250565246178166,life,0.15733083493420058,experience,0.09061981917588247,monster,0.11136441209142547,universe,0.1256443625443125,obama,0.20402145224368598,society,0.0056834257364634395,water
0.07290964516097066,philosopher,0.15842735716249243,aids,0.07239572547395193,loud,0.08925612762876765,groups,0.1548149507673945,black,0.06687838242435773,island,0.10409496333996689,responsible,0.11434672659409546,resulting,0.19256185931157957,freemasons,0.004982241409612223,violent
0.06453641357841723,director,0.15130081965863057,public,0.07014996951971793,moon,0.08537885146014844,middle,0.14109842480032964,violence,0.05918188146513515,easter,0.09125561394809782,place,0.11196584549991029,iraq,0.1882029028639204,certain,0.004345698486217947,young
0.06404607836418799,painter,0.14575276161944448,11,0.06819548577589346,personal,0.08372896076584563,violent,0.10379900745417342,gay,0.05764346490797571,witch,0.08714476647299939,center,0.10734451462116344,2017,0.16643244783002442,small,0.004238672634241196,ghost
0.06348413378685208,entrepreneur,0.12440766333128614,secret,0.06672861716534403,countries,0.0775004739111444,lazy,0.10203819065592601,sexual,0.05555549762939692,bunny,0.08379884840735083,provides,0.10676369959763209,time,0.15713644334614146,illuminati,0.003831370836405734,designer
0.05766958617157507,charles,0.11718758874305049,terrorist,0.06240769348545488,spiritual,0.07473793434191454,drug,0.09608329389484911,majority,0.053429320903776674,west,0.08313868193139329,air,0.10529178381989203,american,0.15628871493105892,secretly,0.0037469332568081794,reality
0.05553047336706849,engineer,0.10639606194067194,knowledge,0.05808142153926303,activities,0.07366262974725851,american,0.09244206038025647,relationships,0.047603031136324934,inventor,0.07086585512737333,come,0.10452505227337917,rights,0.1414095267600394,order,0.003526667000869233,worldwide
0.05259899435146246,sportsman,0.10453095211949695,certain,0.057977840272833016,drinking,0.06859297258204992,british,0.08550955022200417,emotional,0.047393166021583395,graham,0.07028746295695887,appear,0.10273842275288404,barack,0.1258162452369099,war,0.0032989475407756044,accident
0.05259899435146246,astronomer,0.1021662259683698,messages,0.05454854561794915,crimes,0.06709382700274615,hardworking,0.08439017410408227,interested,0.046746314246222095,alexander,0.06806094606488296,away,0.10169971606069013,countries,0.12405042573537599,new,0.0031097636160689395,2016
0.05259899435146246,actress,0.09782666206207019,manipulate,0.052694879907701636,sports,0.06490035129965556,media,0.08398412047554721,effeminate,0.04598404821697371,caused,0.06500944662656485,live,0.10133060774137224,far,0.12131699303561719,deliberately,0.0029908820259943215,clinton
0.05259899435146246,architect,0.08804322513462155,attack,0.05138059404865786,good,0.06397509922844402,french,0.07894966816778956,diagnosed,0.04520904630458807,medical,0.06430462866009588,far,0.10120941629723548,known,0.11743505647593058,organizations,0.0026900748577200657,cause
0.05173664828211719,mathematician,0.0864773749250991,american,0.04513780314434111,population,0.06132614940608434,minority,0.07477884134237818,physical,0.04417619852234044,human,0.06187788248661047,flood,0.09674276240698393,born,0.11735867731800304,controlling,0.0026733988753459277,known
0.045848554206283386,personality,0.08524585113888856,means,0.03389372942115925,police,0.06090426262412669,successful,0.0713487151793678,abuse,0.04415837099280698,hungary,0.0590587817743191,atmosphere,0.0961470886980417,illegal,0.11272143283384982,economy,0.001972892677450701,died
