topic_1_weights,topic_1_words,topic_2_weights,topic_2_words,topic_3_weights,topic_3_words,topic_4_weights,topic_4_words,topic_5_weights,topic_5_words,topic_6_weights,topic_6_words,topic_7_weights,topic_7_words,topic_8_weights,topic_8_words,topic_9_weights,topic_9_words,topic_10_weights,topic_10_words
3.601815574908153,best,2.0477558205868487,people,1.64894776212856,americans,1.9024891247664255,government,1.3971306381258561,men,1.8786172304857418,real,1.8215511927846721,earth,1.2077102220666147,states,1.4604796619424114,world,1.7089106277046615,player
0.18433935255871928,musician,0.5929035856082046,white,1.006160285210031,african,0.28713885352795926,deliberately,1.2081349358085787,women,0.2709744255509016,place,0.41793328505531663,planet,1.1670070082305155,united,0.5595903360213484,control,0.108321141786655,james
0.1427916613741675,scientist,0.533951303113126,color,0.6672891204310384,native,0.2748939573897065,spread,0.43797966422201023,likely,0.1828901734333597,city,0.22408277518192835,solar,0.20782651427912646,president,0.5108247464021596,secret,0.10788728536655076,bridge
0.11889944878431857,leader,0.17546039180565215,black,0.16840916749526844,lazy,0.27212496451472035,information,0.20328657745909556,aggressive,0.12591897368071917,creature,0.19860822593386088,life,0.17972640361614384,military,0.27580501696265797,governments,0.0636924929728364,video
0.1049310552908164,singer,0.16691897909906594,intelligent,0.15220661255645962,poor,0.2409594957916107,evidence,0.17168255413844882,make,0.10153479523295256,person,0.1609492920372368,known,0.14472918899358528,biden,0.2708126143219087,events,0.059034670390746835,game
0.09471821058688798,social,0.15650325918740984,likely,0.09098862855480783,lower,0.209019924038356,virus,0.17072984464212085,typically,0.10022379488270747,powers,0.11021644562706931,sun,0.13076243425602144,war,0.2345474890665571,freemasons,0.006719715644025137,best
0.09160893086563274,artist,0.10328103593229855,life,0.07575623210169488,loud,0.19339470186539812,attacks,0.161804189227538,experience,0.09475561946440275,wizard,0.10738180587896352,universe,0.11885945911015074,obama,0.22288523613743333,society,7.088466461500176e-22,live
0.09100776518230574,entrepreneur,0.09672876601020496,middle,0.07558353562257138,violent,0.183100793943273,citizens,0.1450341778629998,lesbians,0.09384407683630268,monster,0.10332870759747209,responsible,0.11003972461608534,2017,0.21736280850623674,group,3.8727060243821993e-29,ghost
0.09100776518230574,historian,0.08812882247444638,american,0.05661030726276486,spiritual,0.17014846396321934,public,0.13933336372401772,violence,0.06471499058186453,island,0.09020717571615607,water,0.10907028704374441,barack,0.19585528605343452,global,3.449277376346071e-29,young
0.09100776518230574,philosopher,0.07598199574159001,british,0.05541401142881128,crimes,0.16439215016262015,secret,0.11866394191381956,black,0.0505732469853467,witch,0.08142454014430106,place,0.1024583842869029,union,0.182719273985894,illuminati,2.3202543643563732e-29,water
0.07841673512485399,painter,0.07533954278637689,lazy,0.055365790830009566,drinking,0.16348424418141536,aids,0.1002596990969265,majority,0.04869713368567388,west,0.07777296210357384,center,0.10019907343348425,joe,0.17825931770373918,secretly,6.261048591598184e-30,clinton
0.07098992362798413,director,0.07277928992691407,groups,0.0503340935287637,sports,0.14163358741308754,11,0.09215702117983601,sexual,0.03655351193517872,men,0.06303747493553118,come,0.09909680343589097,born,0.1621313794033041,certain,1.8405454537758456e-30,designer
0.0708506974995606,charles,0.06982985365089125,violent,0.04886040470775443,typically,0.12819830052417863,terrorist,0.0879422888903865,gay,0.029911122727050512,easter,0.05141944637715991,gravity,0.09177359147178106,iraq,0.15794319338270554,small,3.0988430688977797e-31,secret
0.06631486724578983,engineer,0.06977579275438711,successful,0.04718260118678186,personal,0.1206269067881565,messages,0.08598201053617918,interested,0.026958755391334212,bunny,0.05059896551047577,appear,0.08951588057838827,time,0.1368466864309628,order,2.0168740224595282e-31,control
0.06306509630310136,astronomer,0.06943954462412519,french,0.041727283863978414,good,0.11231670389571159,manipulate,0.085626776445374,emotional,0.02202620921682404,condition,0.04818833769330589,atmosphere,0.08903077008505726,2021,0.13404663670866301,war,1.793972786281437e-31,government
0.06277319263722302,architect,0.06802409110932063,hardworking,0.041632794281781044,countries,0.10306997503866488,knowledge,0.08423880456030922,relationships,0.019799068416708192,alexander,0.046638386611452906,flood,0.08709478336583011,american,0.1320448312923681,controlling,1.64838644066002e-31,exist
0.061811996485924364,actress,0.06662553915108489,use,0.03949939916980439,activities,0.09172843311950964,internet,0.07426454805461233,effeminate,0.019662320040426735,graham,0.04662562088440743,away,0.08621257973502662,universe,0.11380089850969416,new,1.1081195137533553e-31,native
0.061811996485924364,sportsman,0.055755039437740135,school,0.03449427704993738,moon,0.09139098822498279,means,0.06649584584433764,diagnosed,0.018893712682065945,hungary,0.046017907872182975,live,0.08585629515856559,illegal,0.10741053332114919,deliberately,9.827414737600251e-32,society
0.05998058704928497,politician,0.05442417016183124,don,0.026394323711104565,likely,0.09084618326593817,certain,0.06356627596585825,physical,0.01879822186556083,tooth,0.04558734734298993,far,0.08453481516956123,nations,0.105944549754561,organizations,8.620182186927188e-32,united
0.05952285901222578,mathematician,0.053215357293639694,media,0.023726932098267088,population,0.08921396497147598,controlled,0.062428849852432265,abuse,0.01817188350188334,caused,0.042248358885954275,intelligent,0.08356226899157654,disease,0.10355825903005854,economy,6.818455037572795e-32,americans
