top_topic_name_1,top_topic_weight_1,top_topic_name_2,top_topic_weight_2,top_topic_name_3,top_topic_weight_3
topic_9,52.23208698700329,topic_5,28.040019612876037,topic_6,12.616257332493362
topic_9,79.46915346696184,topic_7,20.53084648673749,topic_6,2.3984111249457497e-08
topic_2,46.932176163891214,topic_9,27.103587593100603,topic_4,13.009233536600172
topic_9,63.41313388832291,topic_2,23.69402801818367,topic_4,12.882242136326502
topic_9,48.04434284357183,topic_2,40.26065858076846,topic_4,11.690939189542375
topic_2,76.24176662977085,topic_3,23.75822132888111,topic_9,1.2041121654931831e-05
topic_10,99.91546684095432,topic_2,0.08453315904435584,topic_3,1.171683998066968e-12
topic_2,99.9999999999986,topic_9,1.4038221540928097e-12,topic_10,1.7301844073413495e-16
topic_10,99.99999999999062,topic_2,9.393654499831244e-12,topic_4,1.99663302520606e-20
topic_2,56.09422737476533,topic_9,28.542534934229085,topic_5,15.363237112030538
topic_2,63.3266008247765,topic_7,18.71784435451318,topic_4,17.81342182307403
topic_2,84.46153596788095,topic_4,15.537930850317295,topic_9,0.0005331817913963908
topic_2,60.2967838141459,topic_10,39.70321618585344,topic_4,6.662062457812981e-13
topic_2,46.20850521497584,topic_6,35.42087221936298,topic_4,15.379636428524673
topic_10,99.99128540776904,topic_2,0.008714530494322721,topic_9,6.017584619730046e-08
topic_2,83.02762784540923,topic_4,16.972372154545475,topic_9,4.530700991500501e-11
topic_10,100.0,topic_2,2.8839096366307356e-16,topic_3,5.107743955405236e-265
topic_10,88.76550798770559,topic_4,11.229582406447381,topic_8,0.004861105158580458
topic_2,50.10991206097116,topic_9,33.50020753703826,topic_6,16.389880401987114
topic_2,99.9998358640777,topic_10,0.00016410611882198317,topic_9,2.9803322042896523e-08
topic_2,99.99994257456018,topic_9,5.580926608093762e-05,topic_5,9.523576281893113e-07
topic_2,99.94961039716074,topic_6,0.05021948229804281,topic_5,0.00016976707503432066
topic_2,99.99999559373698,topic_5,4.405406918876358e-06,topic_4,6.767650763300852e-10
topic_2,97.76137174775674,topic_4,2.175217714066543,topic_6,0.06341053788371043
topic_7,60.46744211264238,topic_2,39.532543802797115,topic_10,1.393349389915282e-05
topic_2,99.99995594679486,topic_7,4.405318979420262e-05,topic_9,1.535437034972124e-11
topic_2,68.04664999640015,topic_6,31.953349263297188,topic_5,7.403026316872004e-07
topic_2,99.99999999964702,topic_8,2.8348711616541853e-10,topic_7,6.950072436569286e-11
topic_2,53.40121085352735,topic_8,33.82830990923487,topic_6,12.770479237223789
topic_9,99.99999999822042,topic_7,1.7199201455412318e-09,topic_6,5.953496081584311e-11
topic_9,73.10909076223288,topic_6,26.890909237767108,topic_10,5.453030139681577e-16
topic_7,55.72554460782111,topic_3,35.892292095597334,topic_5,8.373828492219342
topic_8,54.98133489365483,topic_7,22.89321817310189,topic_4,22.125446933243282
topic_8,100.0,topic_2,9.472855792930645e-23,topic_6,3.5474590538218477e-225
topic_8,74.95789103944944,topic_9,25.042108960499203,topic_2,4.9886390473577747e-11
topic_2,77.52838401016554,topic_8,22.471606018962994,topic_5,9.967079231582397e-06
topic_7,66.74045466983512,topic_6,18.360557653570666,topic_2,14.898987676594205
topic_2,99.99999997356556,topic_5,2.643435845509617e-08,topic_9,7.054236605323936e-14
topic_2,99.99999999931647,topic_5,6.825823679101634e-10,topic_9,9.1568721337189e-13
topic_5,47.652322257810226,topic_2,32.9238450731085,topic_3,19.420892095393455
topic_2,40.33533518813549,topic_9,21.22354605496158,topic_5,14.80876180069475
topic_2,90.67669769396618,topic_8,9.323251802601062,topic_4,5.050343267200377e-05
topic_2,43.35666444633884,topic_6,35.289747723010294,topic_9,21.352366458194577
topic_8,72.83599078951863,topic_2,27.16400916078536,topic_7,4.969600411689244e-08
topic_7,70.33692901676336,topic_2,29.66307098323627,topic_8,3.683318845970969e-13
topic_2,37.39853969153653,topic_6,22.76075008353836,topic_5,22.62044800223622
topic_8,64.28586277451917,topic_9,35.714137225467184,topic_1,1.2331476629793812e-11
topic_10,63.132664475430325,topic_2,31.79224044907496,topic_6,5.075095075494717
topic_3,99.99999999999599,topic_5,3.9990896546064584e-12,topic_8,6.597844651820582e-15
topic_3,68.23645498610851,topic_9,31.763544632963512,topic_4,3.7943340437336573e-07
topic_9,99.98050629011335,topic_2,0.019421328178278362,topic_4,7.015752960576912e-05
topic_4,99.71482352153458,topic_6,0.2851764524208848,topic_9,2.5656434481435803e-08
topic_4,99.99598165676531,topic_10,0.004018343234691537,topic_3,2.535885585476663e-227
topic_4,38.28025647821526,topic_5,32.65387696694931,topic_6,29.065730223864904
topic_4,99.99999999917289,topic_3,8.13061104324611e-10,topic_2,1.406274529960463e-11
topic_2,42.719032494971714,topic_1,23.308463988820115,topic_9,20.026129553826184
topic_4,99.66834189153114,topic_3,0.331658108468856,topic_10,2.726850897579182e-17
topic_9,99.99999937441693,topic_7,6.255830905084822e-07,topic_2,3.1602025816784176e-16
topic_8,73.55154110106548,topic_5,26.44845888964198,topic_1,9.276375532604524e-09
topic_2,99.98628606038521,topic_3,0.0072063637160475775,topic_10,0.00633862830226491
topic_10,52.45967243781821,topic_2,47.540327562169345,topic_7,1.2441593130742995e-11
topic_9,36.76548026186519,topic_10,30.7285787573188,topic_8,29.179582062842815
topic_2,99.97052222681538,topic_4,0.029477726195413834,topic_9,4.698920595946043e-08
topic_10,45.010495949847936,topic_2,30.58705778913894,topic_9,24.402446260905183
topic_3,50.638442592133394,topic_9,36.535281761092506,topic_10,12.821787973606996
topic_1,67.67591792227293,topic_2,17.75799925968263,topic_8,14.55872143824681
topic_3,59.42392139545797,topic_2,40.576062767367965,topic_10,1.583717406380769e-05
topic_9,64.3368054889966,topic_5,26.199522795198018,topic_8,9.462151758397033
topic_8,100.00000000000001,topic_9,2.140380119431242e-20,topic_10,8.540058425015285e-25
topic_9,42.26213457068072,topic_2,30.2883720571236,topic_6,27.44949332656918
topic_4,51.839897196045726,topic_2,48.16010280395426,topic_1,0.0
topic_6,71.68913178250763,topic_8,28.309859062984717,topic_2,0.0010090809519515912
topic_9,99.9999999994331,topic_2,5.669002734051972e-10,topic_6,4.4662993298926675e-151
topic_9,99.99999999990705,topic_2,8.233966743403045e-11,topic_6,6.741422003857922e-12
topic_2,67.66285036030065,topic_1,20.381403033795824,topic_9,11.95560032440981
topic_7,61.958070746592206,topic_6,19.966189044663253,topic_3,17.40536892353717
topic_2,79.62322994083983,topic_5,18.318545154149252,topic_4,1.9593569665970167
topic_2,65.6455849839742,topic_10,34.354415015546905,topic_5,4.788794649668188e-10
topic_9,100.0,topic_1,0.0,topic_2,0.0
topic_10,40.92889447255289,topic_9,40.4163242609292,topic_8,13.587210271189761
topic_2,79.15692346461454,topic_7,20.84307653537867,topic_8,6.79456136919179e-12
topic_2,99.99999975049234,topic_7,2.430421119120139e-07,topic_9,6.465543892741381e-09
topic_9,99.99999999999845,topic_2,1.5345705070942942e-12,topic_4,1.1645852148919264e-14
topic_9,29.689480736580915,topic_6,23.25132704968985,topic_8,18.226796280979052
topic_1,75.46048766185535,topic_7,24.53951233814465,topic_2,0.0
topic_2,99.99999988685461,topic_10,1.1314538946782812e-07,topic_8,7.661891005751308e-20
topic_2,68.00721690821688,topic_10,31.99278309178292,topic_4,2.046709173205342e-13
topic_9,99.41729605227701,topic_4,0.5827015954841488,topic_6,2.352238833252288e-06
topic_2,99.9999999999821,topic_10,1.790327156770025e-11,topic_5,1.0528018051465248e-173
topic_2,77.98315204079364,topic_10,22.01683307055544,topic_1,1.488865092099059e-05
topic_2,82.90013911880034,topic_8,17.099860881199177,topic_4,4.730753004522871e-13
topic_2,71.85293147005022,topic_8,28.14706838901332,topic_9,7.647415683583525e-08
topic_10,58.45520068892729,topic_9,41.54431730960772,topic_2,0.0004820014649851351
topic_9,46.7371334214653,topic_4,41.01465761725825,topic_10,12.248003988626254
topic_2,53.60038616552437,topic_7,46.39955492493044,topic_1,5.75895414345371e-05
topic_8,99.93694526862183,topic_7,0.06305464554350722,topic_2,8.583465593104168e-08
topic_10,69.01106631460256,topic_3,30.988927057713,topic_4,6.511788970617411e-06
topic_2,51.9676500085159,topic_10,24.75776012099074,topic_4,23.274589869442107
topic_6,84.09383339829047,topic_7,15.906166494204218,topic_8,1.0628836925151342e-07
topic_6,64.22232884376128,topic_8,26.98571707193025,topic_4,8.787748572572774
topic_6,99.99999999997594,topic_3,2.404191112673345e-11,topic_8,6.2761201910378695e-15
topic_9,99.9999828014049,topic_7,1.716555470877468e-05,topic_8,3.303169958420861e-08
topic_4,99.99666814427707,topic_3,0.002616826226490488,topic_9,0.000714704480925408
topic_4,50.693401409759424,topic_7,49.30659859024058,topic_1,0.0
topic_9,62.290718037692926,topic_6,20.945124208237452,topic_4,16.734055532583884
topic_6,50.43272901509882,topic_7,49.56727098490118,topic_1,0.0
topic_9,96.79760737025141,topic_7,3.2023926257895297,topic_5,3.94500768540301e-09
topic_4,100.0,topic_1,0.0,topic_2,0.0
topic_2,62.07140608171499,topic_7,37.92859391828501,topic_10,1.7581272957096129e-15
topic_2,99.99999934472967,topic_9,6.550368981578567e-07,topic_7,1.9148995505195204e-10
topic_2,100.0,topic_3,1.2678668466124385e-20,topic_4,1.7541243806868859e-296
topic_2,99.999675916361,topic_8,0.0003240799864045695,topic_10,3.652592992671835e-09
topic_2,77.57609101629508,topic_9,22.423908983704926,topic_1,0.0
topic_2,74.91440990893278,topic_5,25.08559009106721,topic_1,0.0
topic_2,96.22917077245006,topic_5,3.7708292275499304,topic_9,1.1494291163852593e-15
topic_2,65.10647460538692,topic_7,34.89352539461308,topic_1,0.0
topic_2,99.99999999999706,topic_5,2.9455923467364872e-12,topic_1,0.0
topic_2,99.97979479145764,topic_10,0.020204808596867536,topic_9,3.852873914260256e-07
topic_2,80.84284145116291,topic_8,19.09664444807094,topic_3,0.06051378115086429
topic_10,54.69841746204823,topic_4,22.738936123707482,topic_9,22.562646414244284
topic_8,66.14442228913356,topic_2,33.85525194067673,topic_7,0.00025176343330761755
topic_10,60.13172324621999,topic_9,39.868268836848415,topic_2,7.916931603036904e-06
topic_3,37.552861513113484,topic_2,32.239490434940066,topic_10,30.204322938568524
topic_2,99.99999999033673,topic_4,9.6627026327845e-09,topic_9,4.571612142366265e-13
topic_10,79.99186753741851,topic_5,20.00813246257455,topic_8,6.938424224079589e-12
topic_2,94.91069384033459,topic_3,4.954506769842783,topic_4,0.13479761636854548
topic_10,87.87910153182503,topic_2,12.120898468174968,topic_1,0.0
topic_5,56.32162658134128,topic_2,43.678373418658715,topic_3,1.4856426917611754e-43
topic_4,100.0,topic_1,0.0,topic_2,0.0
topic_5,99.99999403016878,topic_2,5.959112112267976e-06,topic_9,1.0719111512451818e-08
topic_6,78.975870837178,topic_7,21.024129162821946,topic_5,6.816792655474911e-14
topic_5,45.9044173687879,topic_4,19.347198414438992,topic_6,18.73989433704278
topic_5,100.00000000000001,topic_8,1.1282518059722226e-15,topic_9,2.3239196418320186e-18
topic_5,99.9998026756847,topic_4,0.0001973243147519574,topic_2,5.497783718417633e-13
topic_2,65.37102254379552,topic_9,24.271761472096035,topic_8,10.305489540205038
topic_3,100.0,topic_4,1.2166176330925808e-17,topic_6,3.388613150488426e-20
topic_1,,topic_2,,topic_3,
topic_5,99.99999994167759,topic_10,5.832240653665963e-08,topic_1,0.0
topic_8,50.14098810936609,topic_9,49.849288694662924,topic_3,0.008247685920763241
topic_3,61.42758814397291,topic_10,38.515325893506336,topic_5,0.05708215310591645
topic_10,74.82720602087383,topic_8,22.743726968383854,topic_2,2.429066703237091
topic_2,43.583398730291286,topic_4,32.239713000263166,topic_5,23.909149370930475
topic_10,99.99999957490658,topic_5,4.2506626162324284e-07,topic_4,2.714914223163037e-11
topic_10,58.03342452755565,topic_2,41.9665656800437,topic_7,9.333416910796097e-06
topic_4,32.89844858085641,topic_2,27.044695419408605,topic_3,16.370475795854023
topic_4,99.9996347293405,topic_9,0.0003642988950625042,topic_10,9.71724071767695e-07
topic_2,54.03365918955527,topic_8,45.96634081044472,topic_6,9.3153120197386e-27
topic_2,49.66191702742952,topic_8,33.98231500015152,topic_1,15.738612433556835
topic_8,60.83199819730421,topic_2,39.16800174080451,topic_6,6.189125569225355e-08
topic_2,89.3076789424276,topic_8,7.580090127107186,topic_3,3.1122305395837575
topic_2,99.997882816463,topic_9,0.002117140031222337,topic_3,4.35057539414863e-08
topic_3,72.14216615777705,topic_2,27.857833842219897,topic_8,2.982290754268525e-12
topic_2,89.69453123893736,topic_6,10.305419234077668,topic_10,4.907905481357634e-05
topic_7,64.56886147375883,topic_3,20.468936182579807,topic_5,14.961773992218543
topic_5,52.19866355586279,topic_10,47.80133644413721,topic_1,0.0
topic_7,99.99135351998375,topic_10,0.0086464800162602,topic_2,4.723927508549763e-16
topic_7,58.199108224734736,topic_3,41.80089177526526,topic_1,0.0
topic_3,100.0,topic_1,0.0,topic_2,0.0
topic_2,62.35846793602849,topic_9,37.641095293357886,topic_3,0.00043639535486173907
topic_5,57.06611857089001,topic_6,30.5623405480545,topic_2,9.315872568802238
topic_5,38.19267947463219,topic_2,25.547225050836527,topic_3,22.157724152017565
