index,top_topic_name_1,top_topic_weight_1,top_topic_name_2,top_topic_weight_2,top_topic_name_3,top_topic_weight_3
0,topic_2,119.11837569047994,topic_8,118.24992305896039,topic_7,63.58764060333329
1,topic_8,57.42210859532506,topic_2,31.210763989138467,topic_9,20.63520207820455
2,topic_2,65.87131629666277,topic_8,45.14050757234482,topic_6,19.75866698311164
3,topic_2,78.61308736967648,topic_7,31.3443973726921,topic_8,20.350207057137137
4,topic_2,-135.47310826497142,topic_5,-54.037439527586706,topic_8,-48.500120866952855
5,topic_2,137.17746741069303,topic_7,75.44014051752052,topic_9,72.89221481788805
6,topic_9,64.25193704938506,topic_10,26.63269642987595,topic_2,25.384041855577177
7,topic_2,620.0656295472706,topic_4,152.28024637837854,topic_10,16.51233661368174
8,topic_2,107.75194460716179,topic_4,84.39552335862592,topic_8,3.103883274010416
9,topic_9,202.9172863782705,topic_2,193.19236951683715,topic_7,13.274725634849682
10,topic_2,482.5897526576988,topic_5,87.84273026046039,topic_8,69.54759186104921
11,topic_2,-70.63366318954408,topic_5,-8.260312982068557,topic_10,-1.6106324333544069
12,topic_9,70.7423295849375,topic_2,51.908175387701476,topic_5,11.718726963950376
13,topic_6,86.71564463661014,topic_5,56.15142441404576,topic_4,14.5160588694563
14,topic_6,82.83207157100787,topic_5,54.80427966894702,topic_4,10.825690952622502
15,topic_8,61.23885080647477,topic_2,52.9709843074392,topic_6,11.605331872158525
16,topic_5,41.521116262005464,topic_2,34.93300098929857,topic_9,27.29627486653564
17,topic_9,94.07260889669995,topic_2,28.324445706783962,topic_8,12.00194809007341
18,topic_6,87.0037173640747,topic_5,58.60193897788907,topic_2,12.171411267410283
19,topic_8,90.13107816400179,topic_2,84.22519596655845,topic_10,22.815440842934485
20,topic_8,136.79583320932917,topic_2,68.905590346094,topic_5,14.171287130095877
21,topic_2,-63.5092490179251,topic_5,-19.229822771671483,topic_10,-17.10070701140006
22,topic_2,349.6386176732292,topic_9,317.0082491808909,topic_6,15.688505155738296
23,topic_2,100.91006252080444,topic_9,42.5437506207528,topic_10,26.07076386839958
24,topic_2,-40.671526621241256,topic_10,-10.148009864529971,topic_5,-6.351764883744219
25,topic_9,61.78352482397338,topic_2,34.55504773234796,topic_5,19.56622673583471
26,topic_8,90.11335790908223,topic_9,14.830007794350825,topic_2,13.91954666621387
27,topic_10,37.52430403689958,topic_9,23.984440547353948,topic_5,22.588534389624925
28,topic_2,75.6483458935632,topic_4,63.90485424809835,topic_10,9.251180862115026
29,topic_2,382.3374924610363,topic_9,141.45692009100787,topic_10,36.434933263439135
30,topic_2,69.90205079571128,topic_10,31.197934062652553,topic_9,26.994320286240626
31,topic_2,8629.3270369839,topic_9,5193.954382008729,topic_10,1219.0600034612717
32,topic_5,79.06732253121817,topic_4,26.293432297078205,topic_2,21.555679783735222
33,topic_9,78.77591860908795,topic_2,66.56087607159216,topic_6,11.763836824424846
34,topic_2,171.447960247694,topic_10,93.66525600304152,topic_5,58.73724824663896
35,topic_2,-60.97133525378182,topic_1,-0.037038931173974554,topic_5,0.7305710924369453
36,topic_2,38.81004483377653,topic_9,35.0084578745523,topic_5,22.34521652121021
37,topic_2,117.50031249739095,topic_9,64.54288783360882,topic_10,37.23474980139147
38,topic_2,-105.14885658671479,topic_10,-18.668861695392394,topic_5,-2.8325163858507576
39,topic_2,44.823133077961316,topic_7,44.29931426345943,topic_5,33.48686426213247
40,topic_2,191.80512831034133,topic_10,64.88055758945704,topic_9,25.825160879967356
41,topic_2,41.79403818356084,topic_8,37.343684211348865,topic_9,31.443111278452697
42,topic_2,83.07778767954467,topic_9,53.72112688563434,topic_10,28.383224534686693
43,topic_6,45.17021267536712,topic_2,39.54206673688316,topic_4,33.40874516498673
44,topic_2,95.47424386076044,topic_4,65.44469805852557,topic_10,10.321999557916744
45,topic_2,486.2869369897695,topic_10,107.90337499947009,topic_7,101.6093780307451
46,topic_2,93.42794120395682,topic_10,48.7321140482183,topic_9,47.020481782197635
47,topic_2,-175.34495427562803,topic_5,-47.73733291227527,topic_10,-20.23214446095473
48,topic_2,164.2501581817523,topic_4,73.44012575336852,topic_10,25.62155582740585
49,topic_2,51.622298833345575,topic_9,49.131849894585706,topic_10,19.22131644375522
50,topic_2,-78.3737396948904,topic_5,-20.450543709329935,topic_1,-0.04487613231599758
51,topic_2,-53.3517360408981,topic_10,-10.469599959169203,topic_5,-5.18836397068434
52,topic_2,53.235242672014856,topic_5,28.47593757066455,topic_10,18.799726307526782
53,topic_6,68.60766094066602,topic_5,40.55870680855105,topic_2,29.990041183128238
54,topic_6,63.35477646065232,topic_5,40.06637787437517,topic_2,32.716222672220006
55,topic_2,-35.266873864255004,topic_5,-2.7705055274703407,topic_1,-0.02687187624511773
56,topic_9,82.42320477422881,topic_2,60.326205348200965,topic_6,8.94795538176582
57,topic_2,-45.601292988906394,topic_5,-2.4529929232379883,topic_1,-0.03977914173970267
58,topic_2,-41.65741266621338,topic_10,-8.873513867573111,topic_5,-6.390866861991387
59,topic_2,-171.73360055739366,topic_5,-22.43869469121533,topic_9,-11.070578116568102
60,topic_3,67.60460953388787,topic_2,21.44717051362629,topic_8,13.220780973122158
61,topic_2,75.86301159626191,topic_9,34.45881051301453,topic_8,19.976715049000703
62,topic_9,58.141039195914395,topic_2,20.76025417507358,topic_10,20.44049765947264
63,topic_2,-33.63948896448958,topic_5,-2.9623541086068386,topic_1,-0.05257240107674821
64,topic_2,-66.72822739840966,topic_10,-19.889047226407975,topic_3,-1.2046814615995576
65,topic_9,51.6485585155745,topic_2,26.100649011017076,topic_8,20.975316111633163
66,topic_2,44.88202593804204,topic_9,32.31993169939449,topic_10,27.977448367994096
67,topic_9,55.73344712908193,topic_10,29.142038689035743,topic_2,24.251861502075066
68,topic_9,30.496284016231517,topic_10,27.62634541629843,topic_3,23.091011927484104
69,topic_8,34.83957809380589,topic_9,33.830745512659405,topic_2,19.92730355308399
70,topic_9,41.04274181497509,topic_10,29.960090364281843,topic_2,25.961055583454655
71,topic_9,48.5447629603857,topic_10,35.809199808299404,topic_2,35.79992346330568
72,topic_9,47.06855217263593,topic_10,33.40584179660106,topic_2,24.157328381473093
73,topic_2,65.88951030474978,topic_10,40.53611486329397,topic_9,26.878108637324925
74,topic_2,44.884414646793324,topic_9,34.60431399096556,topic_4,13.563496893383437
75,topic_2,56.684514129667804,topic_4,52.39484378829384,topic_3,18.060974456021366
76,topic_8,57.25549109034114,topic_2,47.05851041856909,topic_9,19.763439358407567
77,topic_5,29.556646549865082,topic_6,23.88748574881822,topic_9,22.582932814910432
78,topic_2,-34.734469290824606,topic_5,-2.5406586121713017,topic_1,-0.020360187079352433
79,topic_2,111.98632255539442,topic_9,38.303329714819434,topic_4,37.846919978639136
80,topic_2,94.38946834443537,topic_4,34.95676826596468,topic_9,33.68671965563353
81,topic_2,145.58674338325076,topic_9,137.97183523356756,topic_5,6.187008957624955
82,topic_3,85.77185304165104,topic_2,35.10850491007069,topic_6,2.97554517042668
83,topic_2,-146.43934702821568,topic_1,-0.09777626999269631,topic_10,0.3352004453548882
84,topic_2,-45.342963233065305,topic_5,-4.679098262357223,topic_10,-0.8921778839158433
85,topic_2,-52.63100099453122,topic_5,-3.0895183637186006,topic_1,-0.061898872718952544
86,topic_2,-50.76582777871037,topic_10,-7.4550182007016,topic_5,-3.7912852163875694
87,topic_3,71.44635101706989,topic_2,31.027061375017123,topic_7,8.442077916901567
88,topic_2,-52.45008016747915,topic_5,-9.02141362207943,topic_10,-7.932176764843538
89,topic_8,72.68225469874642,topic_2,31.970082031297505,topic_7,8.825746984471035
90,topic_8,80.3397228273747,topic_2,40.938685930598595,topic_5,8.27730728768087
91,topic_2,90.10980536394838,topic_9,63.50543471884303,topic_8,9.999543461164537
92,topic_9,112.64356766815762,topic_2,43.46783035658735,topic_6,2.1881534939065603
93,topic_2,71.43569888706666,topic_9,38.355105909830776,topic_5,11.188217171538598
94,topic_2,321.1229298798915,topic_9,185.20783886550797,topic_1,15.79543749794941
95,topic_9,86.22084955415244,topic_2,71.40129405663338,topic_1,9.568749648580065
96,topic_9,79.17479034856359,topic_2,36.107043461763915,topic_5,9.17949884699534
97,topic_2,147.34841290582168,topic_9,144.36010579885556,topic_7,15.71399356412619
98,topic_7,39.63772964046937,topic_3,36.19755662696988,topic_6,25.652574554222134
99,topic_3,87.05410824242034,topic_2,24.55829419168786,topic_6,4.611007481885517
100,topic_9,429.94951729138575,topic_2,411.3952336641015,topic_5,18.8068257842886
101,topic_2,116.69735693303026,topic_9,71.45027006783032,topic_7,22.526152232801493
102,topic_8,95.27758958574448,topic_2,27.624540631220174,topic_7,6.903362219267492
103,topic_8,93.03387160883275,topic_2,20.598874226185043,topic_7,10.666611768272508
104,topic_8,59.169848514406205,topic_2,54.610948206916575,topic_9,14.417161331356134
105,topic_1,,topic_2,,topic_3,
106,topic_9,123.52396275321487,topic_2,97.43023651619517,topic_10,18.031820603511804
107,topic_9,31.051711626023916,topic_6,30.76621972477266,topic_5,22.52224174192412
108,topic_9,75.14923831643983,topic_2,33.19824604582083,topic_10,21.583149359529
109,topic_2,138.72965074194553,topic_9,128.591055400767,topic_10,15.938463711988735
110,topic_9,97.9812126018311,topic_2,25.519838224605607,topic_5,17.201674443563377
111,topic_2,65.452075828016,topic_7,26.339012753606816,topic_9,21.670868497026937
112,topic_8,48.29577942975406,topic_9,43.132269903445696,topic_2,34.0872922664931
113,topic_2,57.06625849066304,topic_8,44.29176007001708,topic_6,12.54940653886758
114,topic_7,36.256740171188866,topic_9,29.226541064947117,topic_2,26.510631917618177
115,topic_9,162.0485634354027,topic_2,50.02877815433783,topic_5,5.562990006418737
116,topic_9,47.10062097371469,topic_2,36.549409192063145,topic_8,14.461508667370218
117,topic_9,32.65053114453877,topic_2,29.11430178646199,topic_5,14.409169641751367
118,topic_9,96.34467159602535,topic_2,75.30793863889794,topic_10,12.399934732543596
119,topic_3,53.59577892399047,topic_2,30.00237829198706,topic_9,9.779257555620772
120,topic_9,51.23928743137387,topic_2,33.41663029001707,topic_7,22.5552464673403
121,topic_9,97.14612049509827,topic_2,27.148645936151983,topic_7,11.043503342361413
122,topic_8,303.93460693378904,topic_2,265.8058860758795,topic_5,19.515264162676058
123,topic_2,209.615832205365,topic_8,130.75029793086588,topic_9,45.512119027563585
124,topic_2,137.59603856111278,topic_8,41.37301047433047,topic_6,17.61752681270356
125,topic_2,149.74243270150765,topic_9,138.84368451004917,topic_10,14.205323621879236
126,topic_2,98.91102600829885,topic_4,95.06504784924377,topic_6,6.265689587614394
127,topic_8,42.25573463677957,topic_2,24.25111801299381,topic_9,23.572789527682065
128,topic_9,190.00960447618564,topic_2,181.89487187173566,topic_1,0.27154231772865534
129,topic_10,36.95458474355074,topic_9,27.70399644582246,topic_2,23.132233749594715
130,topic_9,43.462492388260884,topic_8,35.078370126143106,topic_2,16.05076868355216
131,topic_2,-214.71055575722755,topic_9,-48.60774002847113,topic_5,-28.736035244659057
132,topic_2,61.08182722868132,topic_8,56.067698399165145,topic_10,11.80384191613656
133,topic_2,71.8687300393254,topic_4,70.42049471965485,topic_9,25.792978121595223
134,topic_2,89.7204857936599,topic_8,55.45445700717825,topic_7,42.80969377167398
135,topic_8,93.424662208441,topic_2,30.583528433094596,topic_9,12.349419121473156
136,topic_8,40.73645133996519,topic_2,28.017949596315923,topic_7,19.988845466217953
137,topic_8,88.01638145945263,topic_9,22.92864658423351,topic_2,16.21586439410886
138,topic_2,100.17299245514164,topic_4,89.2291875808803,topic_10,3.0665346586703426
139,topic_2,61.213498826814586,topic_9,51.093821981420824,topic_10,20.713345108647072
140,topic_7,56.28083863680466,topic_6,29.318056913688025,topic_3,18.70300829195856
141,topic_2,105.58558751384423,topic_9,50.37330011506088,topic_10,38.977179897603015
142,topic_2,76.6072326204056,topic_9,57.714729040569814,topic_8,40.89186746113445
143,topic_2,53.6562502820194,topic_8,50.86295651328436,topic_9,18.94006719013657
144,topic_4,97.87045735236896,topic_2,97.09591782558729,topic_6,3.9231515913694506
145,topic_2,-66.90788165592633,topic_5,-9.254442903072823,topic_1,-1.1950423047828407
146,topic_2,-38.60897998662064,topic_5,-4.526390949527175,topic_1,-0.8248192686262911
147,topic_9,47.61645293086216,topic_2,29.08382277436767,topic_5,20.292126694498435
148,topic_2,-6929.899551160795,topic_9,-4153.2240847430585,topic_5,-1841.020550746385
149,topic_2,-1154.3487584335305,topic_9,-220.62756403302006,topic_1,-70.95135951362064
150,topic_5,79.950492734025,topic_4,25.656620258126843,topic_7,19.923940330911556
151,topic_2,31.272891078082328,topic_3,28.51608260154451,topic_8,28.040894834768533
152,topic_2,101.22643158471551,topic_8,43.73049090372268,topic_10,23.624721950276086
153,topic_2,-279.0029331901881,topic_8,-68.69008360291258,topic_1,-29.865601414809074
154,topic_2,-48.00747249297715,topic_5,-2.7045460894666977,topic_10,-1.604227219787506
155,topic_8,149.97487268364316,topic_2,116.83874633928914,topic_5,2.732724061246892
156,topic_2,-40.91667742566097,topic_5,-2.3634814199298786,topic_10,-0.33557699832380955
157,topic_2,-55.470982969778106,topic_5,-6.7343334949523825,topic_10,-3.1949791108389753
158,topic_2,-40.18592637325423,topic_5,-18.728572106174553,topic_1,-6.131316037834636
159,topic_2,285.38950905653496,topic_9,120.25132896786602,topic_10,34.15234500307879
